post_id,permalink,post_message,type,date_posted,lifetime_unique_video_views,lifetime_unique_30s_views,lifetime_unique_watches_at_95p,lifetime_unique_60s_video_views
102088165248724_492981275071121,https://www.facebook.com/sugboanongsimbahan/videos/492981275071121/,"We invite everyone to watch our Virtual Lenten ""Pasos"" portrayed by the young people from the Vicariate of the Most Holy Rosary, Metro Cebu North District. Premiers at 6:00 PM.  The ""Pasos"" or ""Pasos de Cuaresma"" is a Cebuano Catholic tradition which shows images of significant persons and even events during the Passion of our Lord Jesus Christ in a form of a procession.  Despite the restrictions due to the Covid19 Pandemic, may this virtual ""pasos"" help immerse ourselves more into the celebrations of the Holy Week.  CLICK THE LINK TO WATCH FULL VERSION: https://youtu.be/ioO4xFHpsuk  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/31/21 3:01 AM,329,64,10,30
102088165248724_140292298094977,https://www.facebook.com/sugboanongsimbahan/posts/140292298094977,"PALANDONG | The Daily Gospel Reflection   Gospel from John 17:20-26 Thursday, 7th Week of Easter May 20, 2021  By Rev. Fr. Joseph Yntig Chairman, ARCHDIOCESAN SUB-COMMISSION ON CATECHETICAL APOSTOLATE St. Joseph the Carpenter Parish, Tabunok, Talisay City, Cebu  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/19/21 3:00 PM,158,23,10,15
102088165248724_140291561428384,https://www.facebook.com/sugboanongsimbahan/posts/140291561428384,"PALANDONG | The Daily Gospel Reflection   Gospel from John 17:11b-19 Wednesday, 7th Week of Easter May 19, 2021  By Rev. Fr. Joseph Yntig Chairman, ARCHDIOCESAN SUB-COMMISSION ON CATECHETICAL APOSTOLATE St. Joseph the Carpenter Parish, Tabunok, Talisay City, Cebu  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/18/21 3:00 PM,108,23,13,16
102088165248724_105722514885289,https://www.facebook.com/sugboanongsimbahan/posts/105722514885289,"PALANDONG | The Daily Gospel Reflection   ""Duha-Duha"" Gospel from Mark 6:7-13 Thursday, 4th Week in Ordinary Time February 4, 2021 By Rev. Fr. Jonathan Rubin  #SugboanongSimbahan?  #RCACNowOnline?  #500YoCCebu?  #GiftedToGiveCebu",Video,2/3/21 5:30 PM,1093,329,84,209
102088165248724_106901664767374,https://www.facebook.com/sugboanongsimbahan/posts/106901664767374,"IN CASE YOU MISSED IT | Here are the highlights during the institution into the Ministries of Lector, Acolyte, and Admission to Candidacy for Holy Orders of the seminarians led by the Archbishop of Cebu, Most Rev. Jose S. Palma, DD last February 7, 2021 at the Saint Charles Borromeo Chapel, Seminaryo Mayor de San Carlos.  #BeADiocesanPriest #SugboanongSimbahan #RCACnowOnline #500YoCCebu #GiftedToGiveCebu",Video,2/8/21 3:30 PM,2132,806,439,584
102088165248724_105726674884873,https://www.facebook.com/sugboanongsimbahan/posts/105726674884873,"PALANDONG | The Daily Gospel Reflection   ""Desisyon"" Gospel from Mark 6:14-29 Friday, 4th Week in Ordinary Time February 5, 2021  By Rev. Fr. Abel Y. Bancog  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/4/21 5:30 PM,383,91,32,55
102088165248724_105530038237870,https://www.facebook.com/sugboanongsimbahan/posts/105530038237870,"PALANDONG | The Daily Gospel Reflection   ""Pangutana"" Gospel from Mark 6:1-6  Wednesday, 4th Week in Ordinary Time February 3, 2021  By Rev. Fr. Abel Y. Bancog  #SugboanongSimbahan?  #RCACNowOnline?  #500YoCCebu?  #GiftedToGiveCebu",Video,2/2/21 5:30 PM,850,217,49,124
102088165248724_106748791449328,https://www.facebook.com/sugboanongsimbahan/posts/106748791449328,"PALANDONG | The Daily Gospel Reflection   ""Pag-ila ug Pagtoo Kaniya"" Gospel from Mark 6:53-56 Monday, 5th Week in Ordinary Time February 8, 2021  By Rev. Fr. Rudyard Yonting  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/7/21 5:30 PM,687,177,67,119
102088165248724_104490381675169,https://www.facebook.com/sugboanongsimbahan/posts/104490381675169,CEBU ARCHBISHOP JOSE S. PALMA leads the Official Launching of the RCAC Websites and Social Media Accounts of the Roman Catholic Archdiocese of Cebu. #SugboanongSimbahan #RCACOnline #500YoCCebu #GiftedToGiveCebu,Video,2/1/21 8:00 PM,1096,229,44,142
102088165248724_105374118253462,https://www.facebook.com/sugboanongsimbahan/posts/105374118253462,"IN CASE YOU MISSED IT | Here's what happened during the Official Launching of the RCAC Websites and Social Media Accounts of the Roman Catholic Archdiocese of Cebu (February 2, 2021 at Archbishop's Residence, Cebu City)  #SugboanongSimbahan  #RCACNowOnline  #500YoCCebu  #GiftedToGiveCebu",Video,2/2/21 6:01 AM,1803,419,167,275
102088165248724_114971420627065,https://www.facebook.com/sugboanongsimbahan/posts/114971420627065,"IN CASE YOU MISSED IT | Here are the highlights during the Vesper Mass in honor of St. Joseph, the Spouse of Mary, and the blessing of the newly enhanced and illuminated facade of the Archbishop's Residence last March 18, 2021.  The Office of the Archbishop would like to thank the following:   (1) Fr. Brian Brigoli for spearheading the facade's enhancement; (2) Mr. Clementito Pepito, Julie Ann Pepito-Valeriano and the team from the Curva Construction, Inc.; (3) Architect Jehanne Frances Dy and Ms. Maelou Estoreon for the Seed Design & Planning Studio; (4) Mr. Laurito Vocales for the front lawn landscapes; (5) Engr. Lito and Mrs. Fe Barino and DUROS; and (6) Anonymous c/o Teresita Herrera-Pitogo  #SugboanongSimbahan #RCACNowOnline",Video,3/19/21 4:00 AM,1787,613,176,413
102088165248724_106749328115941,https://www.facebook.com/sugboanongsimbahan/posts/106749328115941,"PALANDONG | The Daily Gospel Reflection   ""Kamatuoran"" Gospel from Mark 7:14-23 Wednesday, 5th Week in Ordinary Time February 10, 2021  By Rev. Fr. Eddie Boy Vega  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/9/21 5:30 PM,444,101,34,59
102088165248724_108249361299271,https://www.facebook.com/sugboanongsimbahan/posts/108249361299271,"PALANDONG | The Daily Gospel Reflection   ""Pagpahimangno"" Gospel from Mark 8:24-21  Tuesday, 6th Week in Ordinary Time February 16, 2021  By Rev. Fr. Eddie Boy Vega  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/15/21 4:30 PM,235,55,17,32
102088165248724_106750214782519,https://www.facebook.com/sugboanongsimbahan/posts/106750214782519,"PALANDONG | The Daily Gospel Reflection   ""Maminaw-Musulti"" Gospel from Mark 7:31-37 Friday, 5th Week in Ordinary Time February 12, 2021  By Rev. Fr. Leinad Castrence Garces  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/11/21 5:30 PM,215,53,22,36
102088165248724_107965207994353,https://www.facebook.com/sugboanongsimbahan/posts/107965207994353,What will you do after hearing the Good News? | Cebu Archbishop Jose S. Palma shares his reflections on the Readings of the 6th Sunday in Ordinary Time.   #SugboanongSimbahan #RCACnowOnline #500YoCCebu #GiftedToGiveCebu,Video,2/13/21 3:00 PM,1046,190,52,125
102088165248724_109687661155441,https://www.facebook.com/sugboanongsimbahan/posts/109687661155441,"PALANDONG | The Daily Gospel Reflection   ""Lisud apan Dili Imposible"" Gospel from Matthew 5:43-48 Saturday, 1st Week of Lent February 27, 2021  By Rev. Fr. Vhen Jesus E. Fernandez  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/26/21 2:00 PM,589,136,46,89
102088165248724_108245987966275,https://www.facebook.com/sugboanongsimbahan/posts/108245987966275,"PALANDONG | The Daily Gospel Reflection   ""Senyales"" Gospel from Mark 8:11-13 Monday, 6th Week in Ordinary Time February 15, 2021  By Rev. Fr. Rudyard Yonting  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/14/21 4:30 PM,196,46,13,30
102088165248724_108191287971745,https://www.facebook.com/sugboanongsimbahan/posts/108191287971745,"IN CASE YOU MISSED IT | Here are the highlights during the Solemn Rites of the Consecration to a Life of Virginity for Women Living in the World of Ms. Ursulina Presbitero led by Cebu Archbishop Jose S. Palma last February 14, 2021 at Archbishop's Residence, Cebu City.  A consecrated virgin is a never-married woman who dedicates her perpetual virginity to God and is set as a sacred person who belongs to Christ in the Catholic Church.   For more details, READ:  1. The little-known vocation of consecrated virginity (Source: Catholic News Agency) - https://www.catholicnewsagency.com/news/the-little-known-vocation-of-consecrated-virginity-32849 2. The Consecration of a Virgin (Source: EWTN) - https://www.ewtn.com/catholicism/library/consecration-of-a-virgin-9170  #SugboanongSimbahan #RCACOnline #BagongLungsuranon #500YoCCebu #GiftedToGive",Video,2/14/21 3:30 PM,2577,794,256,612
102088165248724_117887780335429,https://www.facebook.com/sugboanongsimbahan/posts/117887780335429,"PALANDONG | The Daily Gospel Reflection   ""Ang Dios nagpalingkawas kanato sa ka ulipnan sa sala"" Gospel: Mark 16:1-7 Black Saturday April 3, 2021  By Rev. Fr. Abel Y. Bancog  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/2/21 7:44 PM,124,27,11,17
102088165248724_110787364378804,https://www.facebook.com/sugboanongsimbahan/posts/110787364378804,"PALANDONG | The Daily Gospel Reflection  ""TRANSFIGURATION"" Gospel from Mark 9:2-10 2nd Sunday of Lent February 28, 2021  by Rev. Fr. Andrei R. Ventanilla #SugboanongSimbahan #RCACNowOnline #500YoCCebu  #GiftedToGiveCebu",Video,2/27/21 2:00 PM,1476,335,82,210
102088165248724_114027730721434,https://www.facebook.com/sugboanongsimbahan/posts/114027730721434,"PALANDONG | The Daily Gospel Reflection   ""Maturity in Faith"" Gospel from John 4:43-54 Monday, 4th Week of Lent March 15, 2021  By Rev. Fr. Rogel Murillo  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzg...?  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsi... ? Twitter: https://twitter.com/sugbosimbahan ? Instagram: https://www.instagram.com/sugboanongs... ?  #SugboanongSimbahan???  #RCACNowOnline???  #500YoCCebu???  #GiftedToGiveCebu",Video,3/14/21 3:00 PM,140,29,6,13
102088165248724_111127231011484,https://www.facebook.com/sugboanongsimbahan/posts/111127231011484,"PALANDONG | The Daily Gospel Reflection   ""Kinsa ba kita?."" Gospel from Matthew 32: 33-43,45-46 Friday, 2nd Week of Lent March 05, 2021  By Rev. Fr. Zenon Guanzon  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/4/21 2:00 PM,177,33,15,24
102088165248724_108250924632448,https://www.facebook.com/sugboanongsimbahan/posts/108250924632448,"PALANDONG | The Daily Gospel Reflection   ""Pagpuasa"" Gospel from Matthew 19:14-15 Thursday after Ash Wednesday February 15, 2021  By Rev. Fr. Leinad Castrence Garces  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/18/21 4:30 PM,384,76,30,57
102088165248724_108273744630166,https://www.facebook.com/sugboanongsimbahan/posts/108273744630166,"PALANDONG | The Daily Gospel Reflection   ""Self Denial"" Gospel from Luke 9:22-25 Thursday after Ash Wednesday February 18, 2021  By Rev. Fr. Andrei Ventanilla  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/17/21 4:30 PM,353,61,22,42
102088165248724_109687154488825,https://www.facebook.com/sugboanongsimbahan/posts/109687154488825,"PALANDONG | The Daily Gospel Reflection   ""Ang Atong Mga Magbalantay"" Gospel from Matthew 16:13-19 Monday, 1st Week of Lent February 22, 2021  By Rev. Fr. Vhen Jesus E. Fernandez  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/21/21 4:30 PM,2366,730,253,446
102088165248724_118394816951392,https://www.facebook.com/sugboanongsimbahan/posts/118394816951392,"PALANDONG | The Daily Gospel Reflection   Ayaw babagi ang mga nindot nga katuyoan og binuhatan sa uban. Gospel from Matthew 28:8-15 Monday, Easter Octave April 5, 2021  By Rev. Fr. Andrei Ventanilla  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/5/21 9:19 AM,106,18,7,14
102088165248724_117273300396877,https://www.facebook.com/sugboanongsimbahan/posts/117273300396877,"PALANDONG | The Daily Gospel Reflection   ""Gugma balos sa sala"" Gospel from Matthew 26:14-25 Holy Wednesday March 31, 2021  By Rev. Fr. Jason Facunla  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/30/21 3:00 PM,194,30,13,20
102088165248724_109687444488796,https://www.facebook.com/sugboanongsimbahan/posts/109687444488796,"PALANDONG | The Daily Gospel Reflection   ""Pakig-uli"" Gospel from Matthew 5:20-26 Friday, 1st Week o Lent February 26, 2021  By Rev. Fr. Leinad Castrence Garces  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/25/21 2:00 PM,356,74,34,52
102088165248724_109280234529517,https://www.facebook.com/sugboanongsimbahan/posts/109280234529517,"PALANDONG | The Daily Gospel Reflection   ""Self-Righteous"" Gospel from Luke 5:27-32 Saturday after Ash Wednesday February 20, 2021  By Rev. Fr. Abel Y. Bancog  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/19/21 4:30 PM,408,62,20,36
102088165248724_109687254488815,https://www.facebook.com/sugboanongsimbahan/posts/109687254488815,"PALANDONG | The Daily Gospel Reflection   ""Pagka-alaut nato, because?"" Gospel from Luke 11: 29-32 Wednesday, 1st Week of Lent February 24, 2021  By Rev. Fr. Vhen Jesus E. Fernandez  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,2/23/21 4:30 PM,1162,321,95,188
102088165248724_114849273972613,https://www.facebook.com/sugboanongsimbahan/posts/114849273972613,"WATCH NOW  |  In the celebration of the Solemnity of Saint Joseph, the Spouse of Mary, let us ask him to intercede for our intentions amidst today's crisis.  Saint Joseph, Our Guide during Uncertainties, pray for us!  Click the link to watch this video:  https://youtu.be/EhsupmtLmeU  -------------------------------------------  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/19/21 5:00 AM,251,26,7,10
102088165248724_111152904342250,https://www.facebook.com/sugboanongsimbahan/posts/111152904342250,"PALANDONG | The Daily Gospel Reflection   ""Parable of the Prodigal Son"" Gospel from Luke 15:1-3, 1-32 Saturday, 2nd Week of Lent March 06, 2021  By Rev. Fr. Zenon Guanzon  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/5/21 2:00 PM,151,44,19,31
102088165248724_112381934219347,https://www.facebook.com/sugboanongsimbahan/posts/112381934219347,"PALANDONG | The Daily Gospel Reflection   ""Pagtuman sa Balaod"" Gospel from Matthew 5:17-19 Wednesday, 3rd Week of Lent March 10, 2021  By Rev. Fr. Leo Lou Arche  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzg...?  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsi... ? Twitter: https://twitter.com/sugbosimbahan ? Instagram: https://www.instagram.com/sugboanongs... ?  #SugboanongSimbahan???  #RCACNowOnline???  #500YoCCebu???  #GiftedToGiveCebu",Video,3/9/21 2:00 PM,199,30,9,16
102088165248724_117787717012102,https://www.facebook.com/sugboanongsimbahan/posts/117787717012102,"In preparation for the National Consecration of the Philippines to St. Joseph on May 1, 2021, at the National Shrine of St. Joseph, Mandaue City, the Commission on the Laity of the Archdiocese of Cebu is coming up with a 33-day reflection - taken from the book, consecration to St. Joseph by Fr. Donald Calloway.  Day 4: God, the Son, Redeemer of the World, Have Mercy on Us Sharer: Bro. Joshua J. Arreglo Youth Leader, Catholic Faith Defender  GO TO JOSEPH. GO WITH JOSEPH.  #SugboanongSimbahan  #YearofStJoseph #500YoCCebu  #GiftedToGive",Video,4/2/21 7:30 AM,154,22,2,14
102088165248724_114289050695302,https://www.facebook.com/sugboanongsimbahan/posts/114289050695302,"PALANDONG | The Daily Gospel Reflection   Be like Joseph! Feast Day of Saint Joseph Friday, 4th Week of Lent March 19, 2021  By Rev. Fr. Dave Christopher Cantillas  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzg...?  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsi... ? Twitter: https://twitter.com/sugbosimbahan ? Instagram: https://www.instagram.com/sugboanongs... ?  #SugboanongSimbahan???  #RCACNowOnline???  #500YoCCebu???  #GiftedToGiveCebu",Video,3/18/21 3:00 PM,154,33,17,27
102088165248724_118439810280226,https://www.facebook.com/sugboanongsimbahan/posts/118439810280226,"PALANDONG | The Daily Gospel Reflection   The Empty Tomb and the Fiery Enthusiasm Gospel from John 20:11-18 Tuesday, Easter Octave April 6, 2021  By Rev. Fr. Andrei Ventanilla  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/5/21 3:00 PM,220,57,23,40
102088165248724_114281637362710,https://www.facebook.com/sugboanongsimbahan/posts/114281637362710,"PALANDONG | The Daily Gospel Reflection   ""Ang Ginoo, naglihok alang kanato"" Gospel from John 5:17-30 Wednesday, 4th Week of Lent March 17, 2021  By Rev. Fr. Rogel Murillo  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzg...?  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsi... ? Twitter: https://twitter.com/sugbosimbahan ? Instagram: https://www.instagram.com/sugboanongs... ?  #SugboanongSimbahan???  #RCACNowOnline???  #500YoCCebu???  #GiftedToGiveCebu",Video,3/16/21 3:00 PM,118,22,10,15
102088165248724_119286220195585,https://www.facebook.com/sugboanongsimbahan/posts/119286220195585,"PALANDONG | The Daily Gospel Reflection   ""Gawas na sa Kangitngit ug Puy-i na ang Kahayag"" Gospel from John 3:1-8 Monday, 2nd Week of Easter April 12, 2021  By Rev. Fr. Sherwyll Mingo  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/11/21 3:00 PM,317,76,32,55
102088165248724_115794790544728,https://www.facebook.com/sugboanongsimbahan/posts/115794790544728,"PALANDONG | The Daily Gospel Reflection   ""Lord by your sacrificial love, draw us unto You."" Gospel from John 11:45-56 Saturday, 5th Week of Lent March 27, 2021  By Rev. Fr. Jestoni Del Castillo  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/26/21 3:00 PM,176,27,5,17
102088165248724_115087547282119,https://www.facebook.com/sugboanongsimbahan/posts/115087547282119,"ICYMI | Cebu Archbishop Jose S. Palma's intimate birthday celebration with his household at Archbishop's Residence, D. Jakosalem St., Cebu City. (19 March 2021)  #SugboanongSimbahan #RCACNowOnline #GiftedToGive",Video,3/19/21 9:00 PM,2843,704,255,480
102088165248724_111114054346135,https://www.facebook.com/sugboanongsimbahan/posts/111114054346135,"PALANDONG | The Daily Gospel Reflection   ""Pag-antos ug Kalisod."" Gospel from Matthew 20:17-28 Wednesday, 2nd Week of Lent March 03, 2021  By Rev. Fr. Zenon Guanzon  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/2/21 2:00 PM,232,50,24,39
102088165248724_118597213597819,https://www.facebook.com/sugboanongsimbahan/posts/118597213597819,"PALANDONG | The Daily Gospel Reflection   Gospel from Luke 24:13-35 Wednesday, Easter Octave April 7, 2021  By Rev. Fr. Andrei Ventanilla  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/6/21 3:00 PM,169,43,21,27
102088165248724_115740070550200,https://www.facebook.com/sugboanongsimbahan/posts/115740070550200,"PALANDONG | The Daily Gospel Reflection   ""Commit yourselves to Lord. Remain in Him."" Gospel from John 8:31-42 Wednesday, 5th Week of Lent March 24, 2021  By Rev. Fr. Jestoni Del Castillo  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/23/21 3:00 PM,243,39,12,23
102088165248724_116965353761005,https://www.facebook.com/sugboanongsimbahan/posts/116965353761005,"As we approach the Hour of Great Mercy, let us reflect on the Seven Last Words of Our Lord Jesus as we prepare for the Good Friday Celebrations.  #SugboanongSimbahan #SemanaSanta2021",Video,3/29/21 2:01 AM,3386,854,264,557
102088165248724_112381774219363,https://www.facebook.com/sugboanongsimbahan/posts/112381774219363,"PALANDONG | The Daily Gospel Reflection   ""Pagsaylo sa Sala"" Gospel from Matthew 18:21-35 Tuesday, 3rd Week of Lent March 09, 2021  By Rev. Fr. Leo Lou Arche  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzg...?  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsi... ? Twitter: https://twitter.com/sugbosimbahan ? Instagram: https://www.instagram.com/sugboanongs... ?  #SugboanongSimbahan???  #RCACNowOnline???  #500YoCCebu???  #GiftedToGiveCebu",Video,3/8/21 2:00 PM,255,53,16,36
102088165248724_118627710261436,https://www.facebook.com/sugboanongsimbahan/posts/118627710261436,"CHECK THIS OUT | BANAL NA DAMBANA: Tahanan ng Pananalig, Tagpuan ng Manlalakbay  BOOK LAUNCHING of THE ROLE OF SHRINES IN VIEW OF THE NEW EVANGELIZATION: Pope Francis’ Theology on Shrines and Pilgrimages applied in the Philippine Context by Bro. Kendrick Ivan B. Panganiban, M.A.Th., M.A.P.M. to be held ONLINE through the Facebook Page CLARETIAN COMMUNICATIONS FOUNDATION, INC. and in CCFI’s other social media platforms and in selected shrines in the Philippines  This Easter Thursday, APRIL 8, 2021 4:30 pm  For more information, VISIT: https://www.facebook.com/claretianpublicationsph  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Video,4/6/21 6:30 PM,460,72,33,59
102088165248724_118321653625375,https://www.facebook.com/sugboanongsimbahan/posts/118321653625375,"IN CASE YOU MISSED IT | Highlights during the Formal Opening of the 500 Years of Christianity celebrations in the Archdiocese of Cebu led by His Excellency, Most Rev. Jose S. Palma, DD. (4 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Video,4/5/21 4:30 AM,3381,1143,335,733
